time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,place,horizontalError,depthError,magError,magNst
2025-03-13T08:13:45.516Z,-23.5938,-179.9285,559.612,4.3,mb,21,168,5.925,0.76,south of the Fiji Islands,17.34,19.886,0.129,17
2025-03-13T08:13:29.610Z,17.99733333,-66.82783333,14.28,2.53,md,11,161,0.04582,0.2,"0 km WNW of Indios, Puerto Rico",0.61,0.87,0.121248435,5
2025-03-13T07:58:27.675Z,39.4947,-98.3188,5,2.7,mb_lg,22,65,1.113,0.37,"0 km WSW of Glen Elder, Kansas",3.11,1.989,0.057,80
2025-03-13T07:46:05.810Z,18.8426,-65.043,7,3.58,md,19,270,0.4959,0.42,"56 km NNW of Charlotte Amalie, U.S. Virgin Islands",4.01,3.96,0.1,12
2025-03-13T07:34:03.010Z,17.973,-66.81316667,15.04,2.51,md,6,262,0.05249,0.12,"2 km SSE of Indios, Puerto Rico",0.89,0.6,0.077934872,4
2025-03-13T07:25:43.478Z,39.4958,-98.305,5,3.2,mb_lg,29,45,1.117,0.46,"0 km SE of Glen Elder, Kansas",3.3,1.996,0.042,152
2025-03-13T05:54:04.000Z,17.985,-66.818,15.35,2.6,md,8,182,0.0495,0.13,"1 km S of Indios, Puerto Rico",0.67,0.61,0.192143229,5
2025-03-13T05:09:38.713Z,23.1347,121.5463,18,5.2,mww,147,46,0.344,0.88,"93 km S of Hualien City, Taiwan",5,1.844,0.066,22
2025-03-13T04:04:30.610Z,17.98233333,-66.81666667,12.91,3.03,md,21,168,0.05014,0.23,"1 km SSE of Indios, Puerto Rico",0.44,0.38,0.182602569,13
2025-03-13T03:51:36.140Z,51.5932,-175.7091,36.2,2.6,ml,,,,0.45,"71 km ESE of Adak, Alaska",,1.7,,
2025-03-13T03:34:13.620Z,64.4147,-147.7364,17.7,2.5,ml,,,,0.79,"41 km SSW of North Pole, Alaska",,0.1,,
2025-03-13T03:32:23.299Z,-6.4689,147.5023,41.217,4,mb,16,164,2.936,0.95,"39 km WNW of Finschhafen, Papua New Guinea",12.9,10.406,0.15,12
2025-03-13T02:11:44.372Z,8.4659,126.7172,51.899,4.2,mb,21,129,1.788,0.78,"43 km ENE of Hinatuan, Philippines",13.54,6.51,0.136,15
2025-03-13T02:02:57.043Z,67.6917,-167.2003,8.2,2.8,ml,,,,0.71,"75 km SSW of Point Hope, Alaska",,2,,
2025-03-13T00:25:01.845Z,40.7885,14.0542,8.239,4.2,mb,48,75,0.458,0.63,"1 km SSE of Monte di Procida, Italy",5.74,6.365,0.11,23
2025-03-13T00:13:33.568Z,-41.5641,-88.7134,10,4.4,mb,24,155,12.58,0.63,West Chile Rise,14.67,1.899,0.139,15
2025-03-12T23:53:33.422Z,-27.7822,-66.5799,165.538,4.2,mb,17,105,3.377,0.95,"34 km SW of AndalgalÃ¡, Argentina",7.94,11.964,0.176,9
2025-03-12T23:32:51.946Z,1.6571,127.1518,116.877,4.6,mb,81,91,0.905,0.83,"95 km W of Tobelo, Indonesia",6.43,6.297,0.068,64
2025-03-12T22:44:23.802Z,52.5745,-174.2586,170.7,2.8,ml,,,,0.39,"42 km N of Atka, Alaska",,1.4,,
2025-03-12T21:52:02.564Z,-25.3178,-176.6009,10,4.6,mb,16,133,4.086,0.6,south of the Fiji Islands,11.92,1.732,0.181,9
2025-03-12T20:51:56.010Z,17.98466667,-66.80833333,14.59,2.72,md,25,149,0.03861,0.22,"1 km SE of Indios, Puerto Rico",0.39,0.65,0.171634271,9
2025-03-12T20:48:04.630Z,17.9585,-66.8093,14,3.19,md,22,169,0.0718,0.29,"4 km SSE of Indios, Puerto Rico",0.66,1.2,0.19,19
2025-03-12T20:47:09.370Z,17.9741,-66.8111,14,2.94,ml,19,179,0.0681,0.15,"2 km SSE of Indios, Puerto Rico",0.45,0.73,0,0
2025-03-12T20:01:38.870Z,52.3269,-165.5305,17,2.9,ml,,,,0.52,"184 km SSE of Unalaska, Alaska",,1.8,,
2025-03-12T19:40:40.967Z,8.2694,127.3609,10,4.4,mb,41,120,2.131,0.51,"102 km E of Barcelona, Philippines",11.44,1.856,0.101,28
2025-03-12T19:36:44.712Z,13.0264,-88.8295,59.335,4.1,mb,38,123,0.661,1.15,"41 km SW of Puerto El Triunfo, El Salvador",4.66,7.341,0.127,17
2025-03-12T19:00:33.793Z,17.7756,-82.5673,10,4.3,mb,55,106,4.81,0.76,"209 km SW of George Town, Cayman Islands",8.48,1.957,0.087,37
2025-03-12T18:13:18.433Z,37.9817,-25.5354,10,4.3,mb,12,111,0.218,0.63,"17 km N of Ribeira Grande, Portugal",8.25,1.965,0.148,13
2025-03-12T17:52:51.950Z,38.825,-122.8513333,1.87,2.69,md,84,26,0.005018,0.05,"10 km NW of The Geysers, CA",0.09,0.14,0.19,74
2025-03-12T17:29:54.269Z,67.6802,-166.9067,14.5,4.8,mww,,,,0.87,"74 km S of Point Hope, Alaska",,0.9,,
2025-03-12T17:12:46.126Z,-20.2831,-69.2551,96.353,4.1,mb,21,60,0.171,0.74,"42 km E of La Tirana, Chile",4.66,4.94,0.233,5
2025-03-12T17:10:13.853Z,51.5761,-179.5743,66.7,2.5,ml,,,,0.34,"205 km W of Adak, Alaska",,0.4,,
2025-03-12T17:02:21.280Z,17.9535,-66.80883333,17.12,2.5,md,8,172,0.05965,0.19,"4 km SSE of Indios, Puerto Rico",0.71,0.91,0.049336485,4
2025-03-12T16:53:07.909Z,14.873,147.2645,10,4.6,mb,51,94,1.467,0.86,"166 km ESE of Saipan, Northern Mariana Islands",8.1,1.906,0.091,36
2025-03-12T15:49:46.476Z,-6.4616,146.0598,138.008,4.1,mb,28,89,3.12,0.78,"28 km SE of Kainantu, Papua New Guinea",9.73,10.67,0.135,15
2025-03-12T15:19:48.050Z,19.15816667,-155.5043333,33.56,2.95,ml,35,128,0.04001,0.08,"5 km SSW of PÄhala, Hawaii",0.83,0.69,0.14953607,28
2025-03-12T15:14:26.340Z,17.97683333,-66.8155,13.34,2.62,md,17,179,0.04862,0.17,"1 km SSE of Indios, Puerto Rico",0.51,0.33,0.166304612,7
2025-03-12T15:14:24.793Z,-8.3635,-73.9883,183.395,4.5,mb,59,76,1.418,0.52,"60 km E of San Fernando, Peru",10.19,8.138,0.072,56
2025-03-12T15:09:44.490Z,8.3112,127.3806,9,5.5,mww,236,23,2.17,0.88,"105 km E of Barcelona, Philippines",7.34,1.778,0.043,52
2025-03-12T15:08:35.573Z,51.4072,-177.4754,41.284,3.8,mb,43,200,0.385,0.45,"78 km SW of Adak, Alaska",4.23,12.61,0.154,11
2025-03-12T15:01:42.850Z,17.97983333,-66.81966667,15.46,2.58,md,14,177,0.04689,0.17,"1 km S of Indios, Puerto Rico",0.48,0.57,0.010150755,4
2025-03-12T14:55:43.310Z,17.9665,-66.826,16.55,2.5,md,13,188,0.0407,0.18,"3 km SSW of Indios, Puerto Rico",0.71,0.51,0.058698786,5
2025-03-12T14:52:02.630Z,17.98833333,-66.82016667,13.86,2.61,md,16,160,0.04165,0.35,"0 km S of Indios, Puerto Rico",0.92,0.58,0.187248584,7
2025-03-12T14:40:06.760Z,17.99666667,-66.84766667,13.73,2.51,md,7,195,0.03113,0.11,"3 km W of Indios, Puerto Rico",1.83,0.91,0.145666007,7
2025-03-12T14:34:44.680Z,17.96,-66.8091,14,3.85,md,19,168,0.0717,0.34,"3 km SSE of Indios, Puerto Rico",0.76,1.35,0.1,13
2025-03-12T14:31:43.537Z,61.5994,-146.5502,37.6,2.7,ml,,,,0.72,"45 km SSE of Nelchina, Alaska",,0.2,,
2025-03-12T14:20:16.662Z,36.9475,140.2939,98.684,4.5,mb,96,136,1.723,0.63,"10 km W of Hanawa, Japan",7.81,7.102,0.063,77
2025-03-12T14:01:45.151Z,24.6021,94.6563,84.222,4.2,mb,44,112,3.389,0.42,"60 km E of WÄngjing, India",10.16,7.598,0.09,34
2025-03-12T13:36:15.776Z,1.9558,127.4492,114.732,4.5,mb,68,82,1.179,0.65,"67 km WNW of Tobelo, Indonesia",6.56,6.484,0.072,57
2025-03-12T12:51:32.470Z,-7.219,129.1153,136.457,4.9,mww,106,54,2.791,0.77,"274 km ENE of Lospalos, Timor Leste",7.89,6.285,0.075,17
2025-03-12T12:26:09.940Z,40.391,-125.129,8.16,2.99,ml,83,254,0.6098,0.26,"72 km WNW of Petrolia, CA",0.9,1.99,0.098,14
2025-03-12T12:08:09.430Z,-59.3111,-60.3713,10,4.6,mb,27,150,5.748,0.76,Drake Passage,7.55,1.88,0.116,23
2025-03-12T10:55:30.676Z,-4.7608,133.5903,10,4.6,mb,35,75,2.193,0.71,"133 km NE of Tual, Indonesia",4.65,1.897,0.105,27
2025-03-12T10:46:59.080Z,39.2845,71.7223,10,4.3,mb,18,130,0.202,1.14,"17 km ENE of Karakenja, Tajikistan",3.16,1.945,0.218,6
2025-03-12T10:02:21.672Z,6.9012,92.4701,10,4.8,mb,63,139,4.732,0.67,"Nicobar Islands, India region",6.68,1.834,0.078,50
2025-03-12T09:58:00.020Z,19.385,-65.885,27.71,3.26,md,12,278,1.09,0.36,"104 km NNE of San Juan, Puerto Rico",1.71,25.28,0.078596764,8
2025-03-12T09:41:18.406Z,85.7899,76.6851,10,4.4,mb,64,75,10.095,0.67,north of Severnaya Zemlya,11.18,1.924,0.072,56
2025-03-12T09:33:47.570Z,19.07183333,-155.3586667,33.77,3.68,ml,34,208,0.1284,0.11,"19 km SE of PÄhala, Hawaii",1.02,1,0.148845578,28
2025-03-12T07:43:10.830Z,18.9766,-65.2916,16,3.51,md,13,266,0.6692,0.46,"74 km N of Culebra, Puerto Rico",4.79,9.32,0.03,5
2025-03-12T05:42:11.676Z,6.9701,92.5548,23,6,mww,139,41,4.659,1,"Nicobar Islands, India region",7.33,1.798,0.062,25
2025-03-12T05:34:50.822Z,41.9012,-119.568,6.7,3.2,ml,4,113.93,0.365,0.2066,"48 km E of Fort Bidwell, California",,5.8,0.38,4
2025-03-12T04:39:06.887Z,52.5192,-173.9564,162.2,2.9,ml,,,,0.47,"39 km NNE of Atka, Alaska",,0.7,,
2025-03-12T03:58:56.028Z,11.6499,-86.3175,127.781,4.3,mb,52,146,0.501,0.65,"15 km SW of Santa Teresa, Nicaragua",7.68,5.639,0.094,32
2025-03-12T03:14:15.430Z,57.356,-155.0926,56.8,2.6,ml,,,,0.45,"45 km WSW of Karluk, Alaska",,0.5,,
2025-03-12T03:11:21.311Z,40.5399,72.7477,10,4.6,mb,144,86,0.605,0.74,"4 km WNW of Osh, Kyrgyzstan",3.54,1.847,0.051,116
2025-03-12T02:45:25.947Z,-21.568,169.3296,46.204,4.7,mb,56,108,2.033,0.89,"150 km E of Tadine, New Caledonia",8.13,7.315,0.079,48
2025-03-12T02:25:28.320Z,38.94066667,-122.5253333,11.68,2.67,md,109,62,0.09076,0.26,"8 km ENE of Lower Lake, CA",0.19,0.31,0.218,106
2025-03-12T01:16:00.774Z,41.4433,69.0582,10,4.1,mb,33,56,0.892,0.81,"9 km WSW of Saryaghash, Kazakhstan",5.23,1.933,0.117,20
2025-03-12T00:47:13.936Z,54.2591,-161.8135,46.617,2.7,ml,13,241,0.773,0.35,"95 km SSE of King Cove, Alaska",7.38,25.285,0.128,8
2025-03-12T00:38:20.722Z,44.5008,149.1155,35,4.4,mb,63,135,4.697,0.46,"126 km SE of Kurilâ€™sk, Russia",11.04,1.927,0.08,45
2025-03-11T23:41:40.138Z,53.8162,-32.2537,10,4.3,mb,16,105,14.334,0.69,Reykjanes Ridge,13.91,1.944,0.16,11
2025-03-11T22:59:03.784Z,0.5128,125.3648,35,4.3,mb,26,101,1.063,0.7,"101 km SSE of Tondano, Indonesia",6.33,1.647,0.122,19
2025-03-11T22:09:08.991Z,53.4631,-160.9326,2.4,3.1,ml,,,,0.79,"199 km SSE of King Cove, Alaska",,0.3,,
2025-03-11T21:09:55.075Z,27.2463,49.9939,10.14,4,mb,41,117,5.499,0.88,"44 km NE of Al Jubayl, Saudi Arabia",8.55,5.611,0.116,20
2025-03-11T19:37:12.400Z,60.0373,-153.1794,134.3,3.3,ml,,,,0.68,"58 km ENE of Pedro Bay, Alaska",,0.2,,
2025-03-11T18:03:21.423Z,37.2735,44.0302,10,4.6,mww,107,37,0.952,0.73,"37 km E of Ã‡ukurca, Turkey",4.31,1.842,0.093,11
2025-03-11T18:01:48.470Z,38.82833333,-122.7918333,1.58,2.57,md,98,34,0.01013,0.06,"6 km WNW of Cobb, CA",0.07,0.11,0.169,97
2025-03-11T17:47:26.848Z,-6.2609,103.5461,35,4.4,mb,31,187,1.47,0.75,"211 km WSW of Bandar Lampung, Indonesia",7.5,1.953,0.126,18
2025-03-11T17:09:14.936Z,41.8902,-119.5642,4.5,3.1,ml,4,132.92,0.375,0.0454,"48 km E of Fort Bidwell, California",,2.5,0.38,4
2025-03-11T16:22:59.541Z,71.8685,-1.5256,10,4.1,mb,49,84,5.963,0.83,"276 km ENE of Olonkinbyen, Svalbard and Jan Mayen",7.23,1.894,0.103,28
2025-03-11T15:50:06.556Z,64.3127,-159.3125,11,2.5,ml,,,,0.8,"28 km W of Kaltag, Alaska",,0.4,,
2025-03-11T15:12:40.556Z,54.5502,-159.7761,19.1,2.6,ml,,,,0.7,"99 km SSE of Sand Point, Alaska",,1.5,,
2025-03-11T14:58:53.760Z,1.6397,126.6806,50.314,4.9,mb,161,34,1.85,0.67,"122 km NW of Ternate, Indonesia",6.18,5.366,0.043,174
2025-03-11T14:36:22.068Z,-8.7089,-74.798,142.795,4.3,mb,28,112,2.289,1.22,"11 km NW of Honoria, Peru",8.84,14.526,0.148,13
2025-03-11T14:13:57.931Z,-23.8629,-179.4688,541.405,4.4,mb,36,128,5.553,0.64,south of the Fiji Islands,15.29,14.457,0.094,36
2025-03-11T14:08:08.434Z,-10.479,-70.6352,648.298,5.6,mww,226,34,3.411,0.68,"126 km WNW of IÃ±apari, Peru",9.11,4.749,0.048,42
2025-03-11T13:24:58.331Z,-16.4522,178.1851,10,4.7,mb,41,88,1.138,0.87,"125 km W of Labasa, Fiji",4.04,1.866,0.095,34
2025-03-11T12:30:11.670Z,43.9801,145.4666,160.543,4.1,mb,41,142,2.077,0.86,"22 km E of Rausu, Japan",9.49,8.05,0.103,26
2025-03-11T11:37:04.984Z,36.4959,-113.5059,9.676,2.7,ml,58,37,0.556,0.45,"56 km SE of Scenic, Arizona",2.28,1.748,0.029,156
2025-03-11T10:46:07.690Z,19.08766667,-155.3605,33.45,3.37,ml,51,231,0.1174,0.1,"17 km SE of PÄhala, Hawaii",0.67,0.55,0.139033401,39
2025-03-11T10:35:05.542Z,53.5512,-160.142,3.5,3.1,ml,,,,0.6,"200 km S of Sand Point, Alaska",,1,,
2025-03-11T10:10:08.859Z,-6.8532,129.668,172.378,4.5,mb,19,80,2.327,0.38,Banda Sea,9.17,9.492,0.156,12
2025-03-11T10:02:13.369Z,-6.4785,130.2987,149.292,4.4,mb,19,83,1.983,0.84,"287 km WSW of Tual, Indonesia",10.44,7.33,0.149,13
2025-03-11T09:35:39.040Z,19.3796,-65.2265,97,3.7,md,13,290,1.0597,0.53,"119 km NNW of Charlotte Amalie, U.S. Virgin Islands",6.16,8.9,0.05,6
2025-03-11T09:31:26.470Z,38.77466667,-122.7401667,0.83,2.62,md,105,18,0.008971,0.06,"1 km ESE of The Geysers, CA",0.08,0.12,0.169,107
2025-03-11T09:28:55.657Z,54.6168,-159.7852,29.6,2.5,ml,,,,0.57,"92 km SSE of Sand Point, Alaska",,9.6,,
2025-03-11T08:45:51.354Z,39.1702,-119.0173,3.5,3.4,mw,42,64.86,0.017,0.1659,"24 km NNE of Yerington, Nevada",,0.9,,
2025-03-11T08:32:13.466Z,11.4145,-81.6185,10,5.4,mww,99,46,2.671,0.85,Western Caribbean Sea,4.71,1.806,0.036,75
2025-03-11T08:14:36.230Z,37.4939,-25.1323,10,5.1,mww,119,34,0.411,0.64,"30 km SSE of PovoaÃ§Ã£o, Portugal",6.64,1.804,0.06,27
2025-03-11T07:26:25.431Z,-57.429,-26.2008,86.164,4.5,mb,29,95,6.592,0.67,South Sandwich Islands region,13.12,5.75,0.109,28
2025-03-11T07:09:05.483Z,29.2287,87.1438,10,4.1,mb,31,148,2.172,1,"145 km NNE of Lobuche, Nepal",6.38,1.92,0.114,21
2025-03-11T06:57:15.600Z,19.5538,-65.325,42,3.69,md,14,292,1.247,0.17,"135 km NNE of Vieques, Puerto Rico",2.22,11.91,0.05,6
2025-03-11T06:30:56.013Z,42.3501,46.9483,35,4.3,mb,37,70,0.96,1.12,"4 km SSW of Gunib, Russia",5.75,6.697,0.116,21
2025-03-11T06:25:06.943Z,11.3909,125.6842,41.345,4.5,mb,63,115,4.295,0.66,"10 km NE of Hernani, Philippines",11.03,6.184,0.066,67
2025-03-11T06:17:46.543Z,36.4318,26.7237,145.457,4.1,mb,60,101,1.149,0.81,"35 km ESE of AstypÃ¡laia, Greece",6.54,6.081,0.123,18
2025-03-11T05:21:27.480Z,-13.0573,166.8908,205.456,4.4,mb,31,65,2.395,0.72,"115 km NW of Sola, Vanuatu",12.64,6.322,0.094,32
2025-03-11T04:36:34.880Z,50.0529,177.6338,7.9,3.2,ml,,,,0.74,"Rat Islands, Aleutian Islands, Alaska",,8.2,,
2025-03-11T04:34:25.140Z,40.324,-124.6885,20.51,2.55,md,59,248,0.2669,0.2,"34 km W of Petrolia, CA",0.82,0.42,0.23,33
2025-03-11T04:04:51.920Z,-21.3278,169.5693,10,4.4,mb,12,256,2.349,0.99,"176 km E of Tadine, New Caledonia",7.74,1.984,0.219,6
2025-03-11T04:00:45.010Z,19.7005,-65.34,52,3.78,md,9,298,1.3942,0.16,"150 km NNE of Vieques, Puerto Rico",2.67,11.38,0.09,3
2025-03-11T03:57:09.040Z,19.4565,-65.2623,68,3.62,md,12,291,1.1432,0.49,"127 km N of Culebra, Puerto Rico",6.43,15.08,0.04,5
2025-03-11T03:49:37.531Z,60.3488,-153.3982,166.6,2.7,ml,,,,0.64,"53 km ENE of Port Alsworth, Alaska",,0.4,,
2025-03-11T03:36:31.743Z,-20.4682,-68.0993,186.645,4.2,mb,22,82,1.041,0.76,"85 km N of OllagÃ¼e, Chile",8.95,8.416,0.158,11
2025-03-11T03:23:01.185Z,26.735,127.2965,100.243,4.3,mb,48,62,0.878,0.85,"51 km W of Ie, Japan",8.11,7.177,0.092,33
2025-03-11T03:03:22.655Z,-21.221,-68.565,130.563,4.2,mb,29,67,0.851,0.77,"32 km W of OllagÃ¼e, Chile",5.87,5.729,0.121,19
2025-03-11T02:58:15.004Z,-23.7879,-179.8739,516.138,4.7,mb,62,65,5.707,0.6,south of the Fiji Islands,12.54,7.477,0.084,43
2025-03-11T02:41:24.083Z,42.5216,143.9728,75.882,4.8,mb,165,125,0.789,0.47,"41 km SE of HonchÅ, Japan",6.51,5.847,0.047,143
2025-03-11T02:28:10.943Z,-22.8133,-63.7787,530.579,4.7,mb,121,39,4.06,0.64,"24 km S of General Mosconi, Argentina",10.97,4.094,0.058,91
2025-03-11T02:10:46.379Z,28.7976,130.2951,28.76,5.1,mww,250,65,2.651,0.75,"78 km ENE of TatsugÅ, Japan",5.9,4.055,0.08,15
2025-03-11T02:08:34.710Z,19.96266667,-155.9008333,34.35,3.4,ml,53,226,0.1993,0.13,"6 km W of Puako, Hawaii",0.53,0.8,0.119029096,6
2025-03-11T00:26:50.088Z,28.7973,130.2009,43.999,4.7,mb,70,115,2.595,0.55,"70 km ENE of TatsugÅ, Japan",8.66,7.577,0.077,51
2025-03-11T00:08:15.496Z,71.4761,-8.3407,10,4,mb,14,140,4.51,0.54,"63 km NNE of Olonkinbyen, Svalbard and Jan Mayen",8.6,1.963,0.164,10
2025-03-10T23:04:19.381Z,27.1732,128.2254,58.954,4.5,mb,37,83,0.338,0.6,"30 km NE of Iheya, Japan",8.67,7.169,0.118,21
2025-03-10T22:56:57.473Z,-11.9773,-13.3492,10,4.6,mb,20,121,4.14,0.74,Ascension Island region,10.76,1.893,0.141,15
2025-03-10T22:53:13.832Z,-24.1022,-66.886,181.984,4.8,mb,118,52,1.649,0.67,"59 km WNW of San Antonio de los Cobres, Argentina",7.77,4.86,0.036,245
2025-03-10T22:30:34.276Z,-19.9855,-177.6087,403.651,4.7,mb,73,45,4.518,0.75,"273 km WNW of Houma, Tonga",10.88,6.172,0.044,165
2025-03-10T22:26:08.337Z,28.11,83.884,17.31,4.4,mb,19,189,1.272,0.95,"18 km NE of WÄliá¹…, Nepal",13.04,6.583,0.17,10
2025-03-10T22:15:19.718Z,-11.6139,-13.1369,10,5,mb,43,63,3.851,0.53,Ascension Island region,8.19,1.857,0.09,39
2025-03-10T20:21:52.313Z,-12.0473,-13.3459,10,4.6,mb,47,61,4.209,0.61,southern Mid-Atlantic Ridge,9.89,1.867,0.084,42
2025-03-10T20:14:58.567Z,44.5223,80.0963,14.354,4.1,mb,37,59,1.274,1.05,"40 km N of Zharkent, Kazakhstan",6.74,5.208,0.151,12
2025-03-10T20:08:27.390Z,19.2336,-67.1506,18,3.93,md,24,199,0.7671,0.55,"82 km N of Isabela, Puerto Rico",2.2,6.35,0.1,21
2025-03-10T19:55:17.307Z,-21.427,169.473,10,4.5,mb,17,156,2.22,0.77,"165 km E of Tadine, New Caledonia",10.06,1.917,0.171,10
2025-03-10T19:50:01.659Z,-1.6069,100.0943,38.004,4.3,mb,41,131,1.183,0.78,"72 km NE of Tuapejat, Indonesia",8.41,7.35,0.099,29
2025-03-10T19:21:32.362Z,-16.4478,-174.5317,147.523,4.5,mb,35,72,3.663,0.47,"95 km SW of Hihifo, Tonga",10.35,8.221,0.115,23
2025-03-10T19:17:44.207Z,54.569,-159.7521,35,3.1,ml,22,238,0.887,0.49,"97 km SSE of Sand Point, Alaska",5.35,2.019,0.097,14
2025-03-10T19:11:51.849Z,38.6658,-97.6182,7.67,2.7,mb_lg,31,75,0.673,0.73,"2 km SW of Assaria, Kansas",3.49,7.121,0.072,50
2025-03-10T18:49:09.160Z,34.0596667,-118.8905,12.28,2.57,ml,95,102,0.06739,0.25,"10 km NW of Malibu, CA",0.25,0.45,0.168,24
2025-03-10T18:34:03.835Z,-24.2569,-176.7705,64.862,4.5,mb,16,184,5.075,0.99,south of the Fiji Islands,11.28,5.858,0.163,12
2025-03-10T17:50:02.214Z,-23.7122,-179.9853,514.996,4.3,mb,25,103,5.81,0.67,south of the Fiji Islands,14.53,10.372,0.126,18
2025-03-10T17:42:57.747Z,-19.1296,-174.9798,118.612,4.7,mb,29,89,4.778,0.81,"97 km NW of Fangaleâ€™ounga, Tonga",9.87,8.062,0.112,24
2025-03-10T16:39:17.006Z,-6.0417,130.9055,127.734,4.4,mb,31,76,1.809,0.69,"209 km WSW of Tual, Indonesia",8.78,7.299,0.123,19
2025-03-10T14:49:56.663Z,28.893,-98.197,7.5439,3,ml,23,73,0,0.2,"20 km WSW of Falls City, Texas",0.829781534,2.628561676,0,8
2025-03-10T14:38:40.864Z,-54.2402,142.3647,10,4.6,mb,26,120,16.809,0.3,west of Macquarie Island,14.13,1.826,0.111,24
2025-03-10T14:35:40.262Z,38.2448,23.3946,9.872,4.2,mb,38,70,1.578,0.68,"7 km ENE of ErythrÃ©s, Greece",5.94,5.056,0.146,13
2025-03-10T13:46:32.047Z,12.1836,140.8336,72.113,4.6,mb,79,88,4.175,0.77,"269 km N of Fais, Micronesia",10.79,5.613,0.062,76
2025-03-10T12:57:39.000Z,35.8705,-117.0135,7.45,2.64,ml,41,36,0.1504,0.13,"35 km ENE of Trona, CA",0.13,0.68,0.188,25
2025-03-10T12:53:11.637Z,-23.9241,-179.4663,425.356,4.3,mb,29,110,5.475,0.73,south of the Fiji Islands,11.66,9.212,0.107,25
2025-03-10T12:04:55.910Z,33.5015,-116.4615,7.57,2.62,ml,118,28,0.1099,0.2,"20 km ESE of Anza, CA",0.11,0.46,0.187,25
2025-03-10T11:32:48.804Z,-54.1782,142.7517,10,4.8,mb,27,118,16.716,0.8,west of Macquarie Island,9.1,1.808,0.113,24
2025-03-10T11:26:51.475Z,-54.2022,142.6657,10,4.2,mb,17,126,9.51,0.6,west of Macquarie Island,8.76,1.85,0.146,13
2025-03-10T11:24:41.204Z,-54.1579,142.6119,10,4.3,mb,17,116,9.548,0.84,west of Macquarie Island,13.62,1.944,0.147,13
2025-03-10T11:21:10.308Z,-5.8218,149.3727,132.455,4.2,mb,28,67,3.041,1.02,"46 km NNW of Kandrian, Papua New Guinea",5.95,9.969,0.125,18
2025-03-10T11:05:30.536Z,-24.8201,179.269,530.328,4.4,mb,32,90,5.066,0.83,south of the Fiji Islands,14.51,9.282,0.105,26
2025-03-10T11:04:15.426Z,-54.2157,141.6883,10,4.2,mb,23,113,10.076,0.56,west of Macquarie Island,7.55,1.915,0.118,20
2025-03-10T10:37:07.657Z,60.2255,-151.8416,69.1,2.8,ml,,,,0.56,"21 km NNW of Ninilchik, Alaska",,0.1,,
2025-03-10T09:43:53.794Z,38.3088,142.0184,55.712,4.5,mb,29,133,2.585,0.59,"52 km ESE of Onagawa ChÅ, Japan",8.64,8.294,0.144,14
2025-03-10T09:36:45.090Z,53.9196,-165.5148,68.2,2.5,ml,,,,0.31,"29 km SE of Akutan, Alaska",,0.3,,
2025-03-10T09:23:04.360Z,34.0648333,-118.9001667,11.03,3.2,ml,114,118,0.059,0.32,"11 km NW of Malibu, CA",0.28,0.4,0.152,312
2025-03-10T08:46:23.783Z,29.467,51.5834,10,4.7,mb,133,69,6.099,0.45,"18 km SSW of KÄzerÅ«n, Iran",6.67,1.82,0.045,148
2025-03-10T08:17:34.780Z,19.615,-68.1445,61,3.72,md,13,251,1.1263,0.44,"117 km NNE of Punta Cana, Dominican Republic",4.88,13.86,0.12,9
2025-03-10T08:12:49.182Z,-18.3598,-175.427,207.795,4.1,mb,30,81,5.26,0.41,"155 km WNW of Neiafu, Tonga",9.7,9.18,0.109,23
2025-03-10T08:08:20.450Z,19.33133333,-64.963,65.74,3.4,md,9,298,0.9738,0.39,"109 km N of Charlotte Amalie, U.S. Virgin Islands",5.95,12.46,0.015843961,5
2025-03-10T07:57:09.421Z,4.5564,-76.6012,122.305,4.5,mb,54,61,1.943,0.58,"11 km SSE of SipÃ­, Colombia",7.6,8.6,0.079,47
2025-03-10T07:38:49.125Z,71.1036,-8.0295,10,4.6,mb,96,48,0.195,0.54,"32 km NE of Olonkinbyen, Svalbard and Jan Mayen",5.11,1.719,0.06,82
2025-03-10T06:08:46.965Z,53.415,-163.7379,8.4,2.5,ml,,,,0.36,"156 km ESE of Akutan, Alaska",,0.5,,
2025-03-10T05:52:59.488Z,7.5899,126.6632,78.798,4.5,mb,62,109,1.193,0.81,"11 km E of Baganga, Philippines",9.06,8.061,0.083,42
2025-03-10T05:04:53.262Z,-30.8579,-71.4622,59.472,4.7,mb,88,136,0.236,0.76,"38 km SW of Ovalle, Chile",5.03,4.882,0.061,81
2025-03-10T04:50:56.030Z,-15.4378,167.4611,116.954,4.8,mb,54,60,0.249,0.69,"33 km ENE of Luganville, Vanuatu",10.09,4.001,0.085,43
2025-03-10T04:38:23.164Z,-13.1136,167.062,182.05,4,mb,19,153,2.324,1.07,"99 km NNW of Sola, Vanuatu",14.76,6.772,0.144,13
2025-03-10T03:17:35.422Z,-5.632,146.7431,108.414,4.4,mb,31,72,3.771,0.81,"115 km ESE of Madang, Papua New Guinea",9.43,8.134,0.106,26
2025-03-10T03:05:28.990Z,51.8969,-176.9266,0.964,2.6,ml,10,149,0.104,0.33,"20 km W of Adak, Alaska",1.4,8.304,0.148,6
2025-03-10T03:04:22.812Z,-11.5674,-13.1405,10,4.6,mb,19,119,3.806,0.42,Ascension Island region,10.77,1.905,0.119,21
